Title,Reviews,Review_Points,Address,Website,Phone,latitude,longitude,Category
chaayÃÂ© khana,"7,622 reviews",4.3,"Shop # 11, Block B, United Bakery Plaza, Super Market, F-6, Islamabad, 44000, Pakistan",chaayekhana.com,092 51 8312193,33.7300523,73.0776968,Cafe
Double Apple Cafe,74 reviews,4.3,"Shop 12, Rehmat Plaza, I-8 Markaz I 8 Markaz I-8, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 333 5523880,33.6664505,73.0753326,Cafe
Tayto,98 reviews,4.1,"H42Q+FHC, Phase 6 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",taytocafe.com,092 51 5146004,33.5511623,73.1388865,Pakistani restaurant
Udon wok,5 reviews,4.8,"252 Sunset St, Chatta Bakhtawar, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 315 5474404,33.6693299,73.1521687,Pakistani restaurant
Shahzeb Hotel,1 review,5.0,"Simly Dam Road, Pind Begwal, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7076341,73.2477511,Pakistani restaurant
Lahore Restaurant,3 reviews,4.3,"M6JC+HQ6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 300 5031443,33.6814178,73.2218931,Pakistani restaurant
Ginyaki,"1,133 reviews",4.2,"Main Blvd, Phase 1-5 Bahria Town, Rawalpindi, Islamabad, Punjab 46000, Pakistan",ginyaki.com,092 51 2710007,33.5527746,73.1218052,Asian restaurant
Suki Sushi Japanese & Korean Restaurant (Diplomatic Enclave),124 reviews,4.1,"9D Decent Homes, Diplomatic Enclave IslamabadÃÂ Diplomatic Enclave, Islamabad, Islamabad Capital Territory, Pakistan",sukisushi.co,092 306 9265250,33.7262425,73.1217815,Other
A-One Shawarma & Refreshment Point,1 review,5.0,"Lehtrar Rd, Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6516632,73.2278242,Asian restaurant
Cannoli by Cafe Soul,"1,235 reviews",4.1,"Shop # 3, Gol Market, F-7/3 F 7/3 F-7, Islamabad, Islamabad Capital Territory 44000, Pakistan",instagram.com,092 333 2132777,33.7260645,73.0577757,Cafe
Pothwar Tikka & Murg Palao,6 reviews,4.7,"Lehtrar Rd, Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2618034,33.6609775,73.2689302,Pakistani restaurant
Syrian Shawarma,277 reviews,3.9,"Street 2ÃÂ, Civic Center Bahria Town Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",facebook.com,092 51 6102295,33.5491867,73.1228561,Pakistani restaurant
New Ghausia Restaurant,10 reviews,3.3,"Lehtrar Rd, Machine Stop, Thanda Pani, Nilore, Islamabad, Islamabad Capital Territory 45650, Pakistan",Add website,Add place's phone number,33.6488919,73.2223226,Pakistani restaurant
Handi Roti,19 reviews,4.2,"5B Street 12, Ghauri Town Phase 5-B Phase 5 Ghauri Town, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 333 4985052,33.6212981,73.1419131,Pakistani restaurant
Hafiz G Daal Chawal,6 reviews,4.5,"J48P+7J8, Phase 5 Ghauri Town, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 5877927,33.6156442,73.1365706,Pakistani restaurant
Bismillah Hotel,4 reviews,4.5,"Al-Madni Market, Lehtrar Rd, Shadab Town, Jhang Syedan, Arsalan Town, Islamabad, Islamabad Capital Territory 45600, Pakistan",Add website,Add place's phone number,33.6458829,73.2161999,Pakistani restaurant
Robert's Coffee,278 reviews,4.4,"Gol Market, Shop 4, Islamabad, Pakistan",robertscoffee.com.pk,092 51 8737809,33.7260645,73.0577757,Coffee shop
Karachi Chaman Biryani(K.K.FOODS),11 reviews,5.0,"Nilore, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 5427711,33.6508125,73.2260625,Pakistani restaurant
Savioury Rice Kabab,17 reviews,3.9,"Jinnah Ave, Mohran Jejan, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 7438168,33.6847482,73.1606143,Pakistani restaurant
Munnu's Afghani Burger,"1,186 reviews",4.2,"Park Road, Bahria Town Phase IV Phase 4 Bahria Town, Islamabad, Punjab 44000, Pakistan",business.site,092 345 5958736,33.5484212,73.1308283,Fast food restaurant
pakistan hotel,6 reviews,3.8,"Pakistan hotel, Sector C1 Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.6825492,73.2216102,Pakistani restaurant
Al Ibrahimi Caterers & Event Planner,3 reviews,4.0,"Al Ibrahimi Restaurant Pakistan, Sector A Bahria Enclave, Islamabad, Islamabad Capital Territory 44000, Pakistan",alibrahimirestaurant.pk,092 310 9752999,33.6897208,73.2141657,Other
Mehran Restaurant,12 reviews,4.3,"Lehtrar Rd, Tumair Bus Stop, Nilore, Nilore, Islamabad, Islamabad Capital Territory 45650, Pakistan",mehran.com,092 332 9245563,33.6609171,73.2586603,Pakistani restaurant
Kolachi Biryani/Biryani Hub Phase 4 Bahria Town,492 reviews,4.0,"Block D St, Civic Center Bahria Town Civic Center Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",Add website,092 51 2728881,33.5495783,73.1233494,Pakistani restaurant
chaayÃÂ© khana,625 reviews,4.3,"1st Floor, One Piccadilly Business Square, Park Ave, Islamabad, 44000, Pakistan",chaayekhana.com,092 51 2745676,33.6161794,73.1678679,Breakfast restaurant
Pizza Hut,"1,141 reviews",3.8,"Green Valley, Hyper Market, Phase- VII, Bahria TownÃÂ, Bahria Town Intellectual Village, Rawalpindi, Islamabad Capital Territory, Pakistan",pizzahut.com.pk,092 21 111 241 241,33.5257489,73.0966334,Fast food restaurant
Mumtaz Kadah,95 reviews,4.1,"Street 5ÃÂ MPCHS E-11/1 MPCHS E 11/1 E-11, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 8448424,33.6949541,72.9704371,Pakistani restaurant
MR COD,768 reviews,3.9,"Plaza # 40, Civic Center Bahria Town Phase 4 Rawalpindi, 44000, Pakistan",mrcodpakistan.com,092 51 5732414,33.5497175,73.1220531,Fast food restaurant
Mustu noodles,2 reviews,5.0,"J5XF+534, Gulberg Town Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 316 5317579,33.6479056,73.1727548,Pakistani restaurant
Umer Fast Food,80 reviews,4.4,"Lane 8 Park Rd, Meherban Colony Chatta Bakhtawar, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 331 5657550,33.6597261,73.1554213,Fast food restaurant
Pizza Originale,410 reviews,4.1,"Bahria Town Phase IV Phase 4 Bahria Town, Rawalpindi, Islamabad, Punjab, Pakistan",pizzaoriginale.com.pk,Add place's phone number,33.5510824,73.1225078,Fast food restaurant
C R E M A C A F E,3 reviews,3.7,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8640001,33.7201801,73.0738234,Cafe
Burning Brownie,"5,299 reviews",4.5,"Beverly Centre, Shop #66 F6ÃÂ 1 Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2814300,33.7203631,73.074039!,Cafe
BunBurry Club & Lounge,"1,140 reviews",4.2,"Beverly Centre, Shop No. 9ÃÂ Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8481753,33.7202488,73.0734734,Cafe
Karamel (Beverly Center),847 reviews,4.4,"Beverly Centre, Ground Floor, Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",karamelcookies.com,092 51 8447965,33.7202228,73.0734932,Other
Meraki,808 reviews,4.1,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8487577,33.7201801,73.0738234,Pakistani restaurant
ChatthaÃ¢ÂÂs Deli,13 reviews,4.1,"18 Lower Ground, Beverly Centre, Shop 18, Jinnah Ave, Blue Area, Islamabad, 44000, Pakistan",Add website,092 51 2726907,33.7201801,73.0738234,Pakistani restaurant
Khoka Khola,"1,998 reviews",4.2,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8444929,33.7202103,73.0734312,Pakistani restaurant
Asian Wok,"4,121 reviews",4.5,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",asianwok.themonal.com,092 51 2206988,33.7201801,73.0738234,Other
Tau's,229 reviews,4.2,"Beverly Centre, Shop 16 LG, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",taus.pk,092 51 8738287,33.720108,73.0741424,Pakistani restaurant
Get Phat,1 review,5.0,"Beverly Centre, Shop no.1, Lower Ground Floor, 56-G, Blue Area, Islamabad, 44000, Pakistan",Add website,092 51 8735021,33.7201801,73.0738234,Pakistani restaurant
Benjamin 65,14 reviews,4.2,"lower ground floor, Beverly Centre, Nazim-ud-din Rd, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 8738603,33.7201988,73.0735143,Pakistani restaurant
Tiger Temple,506 reviews,4.2,"P3CF+2M2, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",m.facebook.com,092 51 8443701,33.7200122,73.0741511,Pakistani restaurant
C R E M A,7 reviews,4.4,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,Add place's phone number,33.7270155,73.0874492,Pakistani restaurant
Banana Leaf,199 reviews,4.2,"Beverly Centre, Shop#60, Ground Floor, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",foodpanda.pk,092 51 8440007,33.7201801,73.0738234,Chinese restaurant
The Burger Co. (TBC),63 reviews,4.3,"Plot 56-G, Beverly Centre, Nazim-ud-din Rd, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 8891538,33.7201801,73.0738234,Fast food restaurant
The Capital Grill,645 reviews,4.2,"Beverly Centre, Shop No. 6, Ground Floor, 56G, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",business.site,092 51 2726998,33.7198143,73.0737524,Other
Ministry of Burgers,75 reviews,4.2,"Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 334 2747767,33.7202092,73.0734379,Other
Shery's Gluten Free,53 reviews,4.9,"Shery's Gluten Free, Beverly Centre, Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",sherysglutenfree.com,092 51 8892000,33.7200014,73.0740816,Bakery
Hot Breads Bakery,121 reviews,4.5,"Floor Shop No. 40, Beverly Centre, Ground, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",fb.me,092 333 9116871,33.7201813,73.0737359,Bakery
Asian wok,1 review,5.0,"Beverly Centre, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7201801,73.0738234,Chinese restaurant
Serai Bistro,6 reviews,4.0,"Jinnah Ave, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 8358818,33.7202099,73.0735213,Pakistani restaurant
Milkshake Place,17 reviews,4.4,"P3FM+C67, Block B G 6/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7235374,73.0830355,Cafe
Rizwan Plaza,60 reviews,4.3,"11D Jinnah Ave, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.715785,73.0683256,Cafe
Cafe ChaiWala - Rooftop,622 reviews,4.3,"Blund Markaz, Jinnah Ave, Block A G 6/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",arshadkhanchaiwala.com,092 318 1837788,33.7254865,73.0871495,Cafe
Quetta International Cafe,18 reviews,3.6,"Lotus Road, 6/2 G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 312 6938577,33.7179435,73.0729411,Cafe
Dunkin Donuts,219 reviews,3.8,"11D Jinnah Ave, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",dunkindonuts.com.pk,092 51 2802054,33.7156635,73.0682143,Cafe
Cinnabon,238 reviews,4.1,"The Centaurus Mall, Jinnah Avenue, F 8/4 F-8, Islamabad, Islamabad Capital Territory, Pakistan",cinnabon.pk,092 51 2701792,33.707829,73.049954!,Cafe
Shah jee foods,7 reviews,4.9,"Service Rd, Block E G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7182422,73.0729765,Cafe
Loafology Bakery & Cafe,"3,527 reviews",4.3,"108-W Jinnah AvenueÃÂÃÂ Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",loafology.com,092 51 2804240,33.7106424,73.0585817,Bakery
Kulinaria Yraditional Food,1 review,5.0,"P3CF+2J9, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7200363,73.0741185,Pakistani restaurant
Upper Crust Pizza Co.,100 reviews,4.2,"Beverly Centre, #53, Nazim-ud-din Rd, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",uppercrust.pk,092 300 3508282,33.7201801,73.0738234,Fast food restaurant
Burn Out Restaurant & Cafe,"1,291 reviews",4.0,"3rd floor, Ammar centre, F-7 Markaz Islamabad, 44000, Pakistan",Add website,092 51 2653555,33.7227552,73.0595654,Cafe
Layers Bakeshop,896 reviews,4.6,"Shop.59, Beverly Centre, Ground Floor, Blue Area, Islamabad, Pakistan",facebook.com,092 305 4000489,33.7204027,73.0738201,Bakery
Juice Zone,20 reviews,3.8,"Ufone Towers, Jinnah Ave, Block J F 7/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7113803,73.0573297,Cafe
Munchies,108 reviews,3.6,"Service Rd, Block G G 7/3 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,Add place's phone number,33.7147969,73.0673516,Cafe
Cafe Behbud,641 reviews,4.2,"Shop no 5FÃÂ F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2601929,33.7301433,73.0761587,Cafe
Butlers Chocolate CafÃÂ©,"1,032 reviews",4.3,"24 School Rd, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",butlerschocolates.com,092 51 8351099,33.7315855,73.0788843,Other
Terracost fusion cafe,42 reviews,4.4,"P39F+WFF, F-6/1 F 6/1 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7198023,73.0736578,Pakistani restaurant
Tea O Clock,371 reviews,4.2,"Bhittai Rd, opposite jublee park, F-7/4 F 7/4 F-7, Islamabad, Islamabad Capital Territory, Pakistan",teaoclock.business.site,092 331 1707698,33.7229812,73.0625768,Other
Quetta Tea and Paratha,157 reviews,4.2,"Panorama Centre, Office 6, Mezzanine Floor, Jinnah Ave, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 301 2940034,33.7095119,73.0563254,Cafe
The Hot Spot,"2,116 reviews",4.3,"Street 3, Off Kohsar Rd, F-7, Islamabad, Islamabad Capital Territory, Pakistan",thehotspotcafe.net,092 51 2610841,33.726068,73.0573902,Cafe
W11 Cafe,18 reviews,4.9,"School Rd, F-6/3 F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 8356878,33.7307996,73.0774493,Cafe
Street 1 Cafe,"1,604 reviews",4.2,"Street 10, F-6/3 F 6/3 F-6, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2823431,33.7354677,73.078165!,Cafe
Busy Beans Coffee - Total Service Center F6,3 reviews,5.0,"F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.728335,73.0748969,Coffee shop
Cresta cafe & patisserie,17 reviews,4.2,"Super MarketÃÂ, Block C, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2275999,33.7300797,73.0769502,Coffee shop
Frosted,2 reviews,4.0,"Rooftop, Union Gold Mall, Sector, F-7 Markaz F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7228858,73.0598941,Coffee shop
English Tea House,"1,583 reviews",4.3,"Street 16, F-7/2 F 7/2 F-7, Islamabad, Islamabad Capital Territory, Pakistan",ethpakistan.pk,092 311 1122102,33.7215909,73.0510163,Cafe
Mr. Cod,284 reviews,3.9,"Centaurus Mall Jinnah Avenue F8ÃÂ F 8/4 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",mrcodpakistan.com,092 51 2726754,33.7077688,73.0497038,Cafe
Harika Butt Karahi & Tikka,17 reviews,4.9,"Rooftop Potohar plaza, Islamabad, Pakistan",Add website,092 51 2875363,33.7196022,73.0765464,Pakistani restaurant
Butt Foods Restaurant,17 reviews,3.7,"Ayesha Plaza, Jinnah Ave, Block D, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 308 5578577,33.7198532,73.0760832,Pakistani restaurant
Karachi bbq quetta tea n parataha,1 review,4.0,"P354+VJ5, Block I G 7/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 313 2261173,33.7096448,73.0566064,Coffee shop
BLT Restaurant,"1,657 reviews",4.2,"Gol Market, Street 8, F-7/3 F 7/3 F-7, Islamabad, Islamabad Capital Territory, Pakistan",bltpk.com,092 51 2610917,33.725823,73.0578042,Other
Diet Chinese Samosa Centre,100 reviews,4.2,"Jinnah Avenue, behind Hotel De PapaeÃÂ Block D Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 321 9952046,33.7213815,73.0793588,Pakistani restaurant
The Street Cafe,1 review,5.0,"P3HF+9QX, F-6 Markaz F 6 Markaz F-6, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,Add place's phone number,33.7284914,73.0744876,Cafe
Shakespeare's Lounge,968 reviews,4.2,"2nd Floor, Union Gold Plaza, College Rd, Islamabad, 44000, Pakistan",Add website,092 51 8731550,33.7229189,73.0596822,Pakistani restaurant
Quetta Chai Cafe,685 reviews,4.3,"Islamabad jinnah super market f.F-7 Shop #,1 block 13.j Khan markez Quetta Singapore cafe F-7 jinnah super market Islamabad f.7 markez jinnah super market, Islamabad, 44000, Pakistan",Add website,092 323 5895253,33.7216814,73.0587624,Pakistani restaurant
Savour Foods,"50,423 reviews",4.3,"Fortune Plaza, 2 Jinnah Ave, Block H G 7/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",savourfoods.com.pk,092 51 2348097,33.7132036,73.0634688,Pakistani restaurant
Chips Wips,15 reviews,4.4,"javed market, near Hafiz general storeÃÂ G-6/2 G-6, Islamabad, Pakistan",Add website,092 314 5553577,33.7187074,73.0795656,Cafe
Man Discovers Smoke,197 reviews,4.4,"Union Gold Mall, Jinnah Super, opposite Shakespeare Lounge Union, F 7 Markaz F-7, Islamabad, Islamabad Capital Territory, Pakistan",facebook.com,092 51 2723110,33.7227985,73.0596583,Pakistani restaurant
ISCREAM,11 reviews,4.1,"Wasil Plaza, Shop 6, Fazal - E- Haq Road, F 6/1 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",instagram.com,092 333 2132777,33.7200636,73.0734084,Ice cream shop
Burning Brownie,"2,279 reviews",4.4,"Ground Floor, olympus mall, F-11 Markaz F 11 Markaz F-11, Islamabad, Islamabad Capital Territory 44000, Pakistan",facebook.com,092 51 2814300,33.6843076,72.988084!,Cafe
nOmania Restaurant,3 reviews,4.7,"Unnamed Road, Block E G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,092 51 2604600 ext. 2342266,33.7185802,73.0739338,Pakistani restaurant
Shah g foods blue area,70 reviews,4.2,"P39F+74H, Block E G 6/2 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.718175,73.0728598,Pakistani restaurant
New Quetta karachi Cafe,4 reviews,4.5,"P38C+W86, Block F G 7/3 Blue Area, Islamabad, Islamabad Capital Territory, Pakistan",Add website,Add place's phone number,33.7172931,73.07078!1,Pakistani restaurant
ÃÂ­ÃÂ±ÃÂÃÂ©ÃÂ§ ÃÂ¨ÃÂ¹ ÃÂ©ÃÂÃÂ§ÃÂÃÂ,3 reviews,4.3,"Potohar plaza fazal e Haq Road, Blue Area, Islamabad, 44000, Pakistan",Add website,092 2875363,33.7195525,73.076529!,Pakistani restaurant
Raza Restaurant,1 review,5.0,"Rizwan Plaza, Jinnah Ave, Block D, Blue Area, G 6/2 Blue Area, Islamabad, Islamabad Capital Territory 44000, Pakistan",Add website,092 51 2828626,33.7200672,73.076795!,Pakistani restaurant
